-40112	-5822	4285
-39689	0	4601
-32621	-5996	4701
-18204	0	5963
-18204	-5996	4701
-18204	-8562	1860
-4750	0	6162
8014	-5996	3936
2932	-8562	1860
14749	0	5921
16028	-8562	1860
26177	-706	4767
33119	0	3040
33119	-3721	2442
33119	-8562	199
39265	0	0
39124	-664	0
38435	-3721	0
37396	-6270	0
36076	-7649	0
34357	-8338	0
28120	0	4501
16028	-8562	199
16028	-8562	-199
-40527	-5822	4078
-40735	-5822	3662
-40104	0	4393
-40104	0	3978
0	0	0
0	0	0
-40112	-5822	-4285
-39689	0	-4601
-32621	-5996	-4701
-18204	0	-5963
-18204	-5996	-4701
-18204	-8562	-1860
-4750	0	-6162
8014	-5996	-3936
2932	-8562	-1860
14749	0	-5921
16028	-8562	-1860
26177	-706	-4767
33119	0	-3040
33119	-3721	-2442
33119	-8562	-199
38792	-2367	0
37936	-5382	0
36732	-7101	0
35246	-7981	0
0	0	0
0	0	0
28120	0	-4501
0	0	0
0	0	0
-40527	-5822	-4078
-40735	-5822	-3662
-40104	0	-4393
-40104	0	-3978
