	 Vx				 Vy				 w			 t
5.0024867		-3.1670422E-4		4.518432E-5		1
5.004973		-7.8281807E-4		9.029954E-5		2
5.007459		-0.0013982598		1.3534562E-4		3
5.009945		-0.0021629473		1.8032252E-4		4
5.01243		-0.0030767978		2.2523021E-4		5
5.014915		-0.004139728		2.7006865E-4		6
5.0173993		-0.0053516543		3.1483782E-4		7
5.019883		-0.0067124926		3.595377E-4		8
5.022366		-0.008222158		4.041682E-4		9
5.024848		-0.009880565		4.4872938E-4		10
5.027329		-0.011687628		4.9322116E-4		11
5.0298085		-0.01364326		5.376435E-4		12
5.0322866		-0.015747376		5.8199634E-4		13
5.0347633		-0.017999886		6.2627974E-4		14
5.037238		-0.020400701		6.704936E-4		15
5.039711		-0.022949733		7.1463786E-4		16
5.0421815		-0.025646891		7.5871253E-4		17
5.0446496		-0.028492087		8.027176E-4		18
5.047115		-0.03148523		8.46653E-4		19
5.049577		-0.034626223		8.905188E-4		20
5.052036		-0.037914976		9.343148E-4		21
5.054491		-0.041351397		9.780411E-4		22
5.0569425		-0.044935387		0.0010216977		23
5.0593896		-0.04866685		0.0010652844		24
5.061832		-0.052545693		0.0011088012		25
5.064269		-0.05657181		0.0011522482		26
5.066701		-0.060745113		0.0011956254		27
5.069127		-0.06506549		0.0012389326		28
5.071547		-0.06953285		0.0012821698		29
5.073961		-0.07414708		0.0013253371		30
5.0763674		-0.078908086		0.0013684344		31
5.078767		-0.08381575		0.0014114616		32
5.081158		-0.088869974		0.0014544188		33
5.0835414		-0.09407064		0.0014973058		34
5.0859156		-0.09941765		0.0015401228		35
5.0882807		-0.10491088		0.0015828696		36
5.0906363		-0.11055022		0.0016255461		37
5.0929813		-0.116335556		0.0016681525		38
5.095316		-0.12226677		0.0017106887		39
5.097639		-0.12834375		0.0017531546		40
5.0999503		-0.13456635		0.0017955501		41
5.102249		-0.14093447		0.0018378753		42
5.104535		-0.14744797		0.0018801303		43
5.1068077		-0.15410674		0.0019223148		44
5.109066		-0.16091062		0.001964429		45
5.1113095		-0.16785951		0.0020064726		46
5.113538		-0.17495325		0.0020484459		47
5.1157503		-0.18219171		0.0020903486		48
5.117946		-0.18957476		0.0021321808		49
5.120125		-0.19710225		0.0021739425		50
5.1222854		-0.20477402		0.0022156336		51
5.1244273		-0.21258995		0.002257254		52
5.12655		-0.22054987		0.0022988038		53
5.128653		-0.22865362		0.0023402828		54
5.1307354		-0.23690106		0.0023816912		55
5.1327963		-0.24529201		0.002423029		56
5.1348352		-0.25382632		0.0024642958		57
5.1368513		-0.2625038		0.002505492		58
5.1388435		-0.2713243		0.0025466173		59
5.1408114		-0.28028765		0.0025876719		60
5.1427546		-0.28939366		0.0026286556		61
5.1446714		-0.29864216		0.0026695684		62
5.1465616		-0.30803293		0.0027104104		63
5.1484246		-0.3175658		0.0027511814		64
5.150259		-0.3272406		0.0027918813		65
5.1520643		-0.33705708		0.0028325103		66
5.1538396		-0.34701508		0.0028730682		67
5.1555843		-0.35711437		0.0029135551		68
5.157297		-0.36735475		0.002953971		69
5.1589775		-0.377736		0.0029943157		70
5.1606245		-0.3882579		0.0030345893		71
5.162237		-0.3989202		0.0030747917		72
5.1638145		-0.40972272		0.003114923		73
5.1653557		-0.42066517		0.003154983		74
5.1668596		-0.43174735		0.003194972		75
5.168326		-0.44296896		0.0032348896		76
5.169753		-0.45432982		0.0032747358		77
5.1711407		-0.4658296		0.0033145107		78
5.1724873		-0.4774681		0.0033542144		79
5.1737924		-0.48924503		0.0033938466		80
5.1750546		-0.5011601		0.0034334073		81
5.176273		-0.51321304		0.0034728968		82
5.1774464		-0.52540356		0.0035123148		83
5.1785746		-0.5377314		0.0035516613		84
5.179656		-0.55019623		0.0035909363		85
5.1806893		-0.5627977		0.0036301399		86
